id;localidade;logradouro;numero;estabelecimento;lat;lon;area_risco;setor_risco;grau_risco
38916614;CENTRO;ALFREDO EMILIO RODRIGUES;0;CENTRO DE DIAGNOSTICO ORTOPEDICO;-20.032105;-40.74213;Pátio da Prefeitura Municipal de Santa Maria do Jetibá - Patio da Prefeitura de SMJ - Rua Dalmácio Espíndula;ES_SM_SR_09_CPRM;Muito Alto
201194081;CENTRO;HERMAN MIERTSCHINK;742;PERCALIPTO COMERCIO DE MADEIRAS;-20.035747;-40.737935;Sem nome;S2R3;Alto
201194085;CENTRO;HERMAN MIERTSCHINK;860;;-20.03599;-40.737766;Sem nome;S2R3;Alto
201194092;CENTRO;HERMAN MIERTSCHINK;800;;-20.035602;-40.737915;Sem nome;S2R3;Alto
201194095;CENTRO;HERMAN MIERTSCHINK;830;;-20.035819;-40.737873;Sem nome;S2R3;Alto
201194097;CENTRO;HERMAN MIERTSCHINK;860;RESFRIAR SERVICOS E MANUTENCOES;-20.036155;-40.737703;Sem nome;S2R3;Alto
201194102;CENTRO;HERMAN MIERTSCHINK;820;;-20.035803;-40.737848;Sem nome;S2R3;Alto
201194132;CENTRO;HERMAN MIERTSCHINK;830;;-20.035896;-40.737793;Sem nome;S2R3;Alto
38910700;CENTRO;HERMAN MIERTSCHINK;812;;-20.03578;-40.737935;Sem nome;S2R3;Alto
38910706;CENTRO;HERMAN MIERTSCHINK;830;;-20.035805;-40.737734;Sem nome;S2R3;Alto
38910707;CENTRO;HERMAN MIERTSCHINK;846;;-20.035963;-40.737769;Sem nome;S2R3;Alto
38910712;CENTRO;HERMAN MIERTSCHINK;860;;-20.036147;-40.737703;Sem nome;S2R3;Alto
201195303;CENTRO;MARLI RAMLOW;0;FABRICA CAFE RENATO HOLZ;-20.016086;-40.741578;São Luis;S7R3;Alto
201195309;CENTRO;MARLI RAMLOW;615;ESQUADRIA MADEIRA;-20.016052;-40.741575;São Luis;S7R3;Alto
201195348;CENTRO;MARLI RAMLOW;0;;-20.015665;-40.740739;São Luis;S7R3;Alto
201195381;CENTRO;MARLI RAMLOW;0;;-20.015561;-40.738708;São Luís;S6R3;Alto
201195393;CENTRO;MARLI RAMLOW;0;;-20.015631;-40.738365;São Luís;S6R3;Alto
201195413;CENTRO;MARLI RAMLOW;0;;-20.015483;-40.738876;São Luís;S6R3;Alto
201195431;CENTRO;MARLI RAMLOW;0;;-20.015645;-40.738291;São Luís;S6R3;Alto
196322043;CENTRO;FLORENCIO AUGUSTO BERGER;455;VAGO;-20.025221;-40.743196;Sem nome;S3R3;Alto
196322223;CENTRO;GUSTAVO BERGER;340;DEPOSITO GARAGEM;-20.02529;-40.741892;Sem nome;S3R3;Alto
196322227;CENTRO;GUSTAVO BERGER;33;;-20.025555;-40.741848;Sem nome;S3R3;Alto
196322249;CENTRO;FLORENCIO AUGUSTO BERGER;1078;;-20.025299;-40.743232;Sem nome;S3R3;Alto
196322251;CENTRO;FLORENCIO AUGUSTO BERGER;340;;-20.0256;-40.741983;Sem nome;S3R3;Alto
196322256;CENTRO;FLORENCIO AUGUSTO BERGER;384;OFICINA E PECAS GARAGEM;-20.025361;-40.742496;Sem nome;S3R3;Alto
196322266;CENTRO;FLORENCIO AUGUSTO BERGER;9;;-20.025511;-40.741943;Sem nome;S3R3;Alto
97468566;CENTRO;FLORENCIO AUGUSTO BERGER;340;BETZEL VEICULOS;-20.02559;-40.742037;Sem nome;S3R3;Alto
97468570;CENTRO;FLORENCIO AUGUSTO BERGER;370;ELETROMOTORES;-20.025233;-40.742134;Sem nome;S3R3;Alto
97468581;CENTRO;FLORENCIO AUGUSTO BERGER;400;;-20.025249;-40.742683;Sem nome;S3R3;Alto
97468582;CENTRO;FLORENCIO AUGUSTO BERGER;400;;-20.025297;-40.742716;Sem nome;S3R3;Alto
97468584;CENTRO;FLORENCIO AUGUSTO BERGER;400;VAGO;-20.025322;-40.742774;Sem nome;S3R3;Alto
97468591;CENTRO;FLORENCIO AUGUSTO BERGER;420;AGROFERT VAGO;-20.025312;-40.743038;Sem nome;S3R3;Alto
97468595;CENTRO;FLORENCIO AUGUSTO BERGER;450;;-20.025252;-40.743285;Sem nome;S3R3;Alto
97468598;CENTRO;FLORENCIO AUGUSTO BERGER;460;;-20.025364;-40.743309;Sem nome;S3R3;Alto
97468594;CENTRO;FLORENCIO AUGUSTO BERGER;440;;-20.025277;-40.74321;Sem nome;S3R3;Alto
196322287;CENTRO;GUSTAVO BERGER;100;;-20.025344;-40.742018;Sem nome;S3R3;Alto
98718463;CENTRO;GUSTAVO BERGER;100;;-20.025266;-40.741872;Sem nome;S3R3;Alto
98718464;CENTRO;GUSTAVO BERGER;100;;-20.025422;-40.742163;Sem nome;S3R3;Alto
98718465;CENTRO;GUSTAVO BERGER;110;;-20.025216;-40.742015;Sem nome;S3R3;Alto
98718466;CENTRO;GUSTAVO BERGER;110;;-20.02529;-40.74204;Sem nome;S3R3;Alto
224372614;CENTRO;GALERANO AFONSO VENTURINI;1000;;-20.010121;-40.744701;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372616;CENTRO;GALERANO AFONSO VENTURINI;1060;;-20.009847;-40.744618;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909441;CENTRO;GALERANO AFONSO VENTURINI;1060;;-20.009855;-40.744477;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909442;CENTRO;GALERANO AFONSO VENTURINI;1060;;-20.009874;-40.744654;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909443;CENTRO;GALERANO AFONSO VENTURINI;1060;;-20.009792;-40.744574;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372621;CENTRO;CARLOS ALBERTO GERMANO VESPER;0;;-20.009401;-40.744178;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372622;CENTRO;CARLOS ALBERTO GERMANO VESPER;93;;-20.009398;-40.743956;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372623;CENTRO;CARLOS ALBERTO GERMANO VESPER;103;;-20.00931;-40.744079;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372624;CENTRO;CARLOS ALBERTO GERMANO VESPER;91;;-20.00934;-40.744236;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372625;CENTRO;CARLOS ALBERTO GERMANO VESPER;48;;-20.009783;-40.74437;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372626;CENTRO;CARLOS ALBERTO GERMANO VESPER;36;;-20.009847;-40.744268;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372627;CENTRO;CARLOS ALBERTO GERMANO VESPER;93;;-20.009088;-40.744216;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909445;CENTRO;CARLOS ALBERTO GERMANO VESPER;48;;-20.009763;-40.744381;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909446;CENTRO;CARLOS ALBERTO GERMANO VESPER;20;;-20.009506;-40.744527;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909449;CENTRO;CARLOS ALBERTO GERMANO VESPER;1066;;-20.009726;-40.744401;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909450;CENTRO;CARLOS ALBERTO GERMANO VESPER;1066;;-20.009642;-40.744164;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909461;CENTRO;MICHAEL VERVLOET 1;0;;-20.008908;-40.743843;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909462;CENTRO;MICHAEL VERVLOET 1;0;;-20.008815;-40.743811;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909464;CENTRO;MICHAEL VERVLOET 2;67;;-20.008599;-40.743484;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909465;CENTRO;MICHAEL VERVLOET 2;88;;-20.00879;-40.743486;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909466;CENTRO;MICHAEL VERVLOET 2;100;;-20.008886;-40.743357;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909467;CENTRO;CELIA DE FREITAS;15;;-20.009295;-40.743678;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909469;CENTRO;CELIA DE FREITAS;106;;-20.009277;-40.744023;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372634;CENTRO;SEM DENOMINACAO;0;;-20.009383;-40.743987;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372635;CENTRO;SEM DENOMINACAO;125;;-20.009273;-40.743857;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372636;CENTRO;SEM DENOMINACAO;125;;-20.009214;-40.74383;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372638;CENTRO;SEM DENOMINACAO;0;;-20.009148;-40.743855;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909472;CENTRO;SEM DENOMINACAO;0;;-20.009116;-40.743794;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909473;CENTRO;SEM DENOMINACAO;26;;-20.009179;-40.743972;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909474;CENTRO;SEM DENOMINACAO;0;;-20.009029;-40.743802;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372639;CENTRO;SEM DENOMINACAO;39;;-20.009118;-40.743979;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372641;CENTRO;SEM DENOMINACAO;0;;-20.009392;-40.743934;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372642;CENTRO;SEM DENOMINACAO;30;;-20.009144;-40.743728;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909475;CENTRO;SEM DENOMINACAO;0;;-20.009188;-40.743978;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909476;CENTRO;SEM DENOMINACAO;0;;-20.009166;-40.744142;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909477;CENTRO;SEM DENOMINACAO;0;;-20.009133;-40.744002;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909478;CENTRO;SEM DENOMINACAO;31;;-20.00908;-40.743859;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909480;CENTRO;SEM DENOMINACAO;86;;-20.009138;-40.743805;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372643;CENTRO;MICHAEL VERVLOET 3;70;;-20.009136;-40.743409;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372645;CENTRO;MICHAEL VERVLOET 3;10;;-20.008605;-40.743497;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909482;CENTRO;MICHAEL VERVLOET 3;10;;-20.008778;-40.743479;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909483;CENTRO;MICHAEL VERVLOET 3;0;;-20.008701;-40.743583;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909484;CENTRO;MICHAEL VERVLOET 3;10;LOJA DE SOM;-20.008619;-40.743631;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909490;CENTRO;MICHAEL VERVLOET 3;0;GALPAO CESAM;-20.008551;-40.74354;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372694;CENTRO;CARLOS ALBERTO GERMANO VESPER;43;;-20.009424;-40.743867;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372699;CENTRO;GALERANO AFONSO VENTURINI;1214;MINI CHURROS;-20.008497;-40.74409;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372700;CENTRO;GALERANO AFONSO VENTURINI;1214;;-20.008565;-40.744112;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372702;CENTRO;GALERANO AFONSO VENTURINI;1214;;-20.00834;-40.744127;Sem nome;S13R3;Alto
224372704;CENTRO;GALERANO AFONSO VENTURINI;0;SERRALHERIA;-20.008663;-40.7439;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909504;CENTRO;GALERANO AFONSO VENTURINI;1234;;-20.008415;-40.743964;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
224372708;CENTRO;MICHAEL VERVLOET 3;0;;-20.008645;-40.743618;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909506;CENTRO;MICHAEL VERVLOET 3;15;;-20.008607;-40.743532;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909509;CENTRO;MICHAEL VERVLOET 3;33;;-20.008466;-40.743505;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
38909511;CENTRO;MICHAEL VERVLOET 3;15;;-20.008613;-40.743548;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
197070258;ALTO RIO POSSMOSER;REINALDO BERGER;0;BORRACHARIA CHAGA PNEUS;-20.069341;-40.844979;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070264;ALTO RIO POSSMOSER;REINALDO BERGER;0;GALPAO ALUGADO PMSJ;-20.069341;-40.844646;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070270;ALTO RIO POSSMOSER;REINALDO BERGER;0;TORNEARIA LIMA;-20.068808;-40.843858;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070277;ALTO RIO POSSMOSER;REINALDO BERGER;0;AGROMECANICA POSSMOSER;-20.068873;-40.843771;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070283;ALTO RIO POSSMOSER;REINALDO BERGER;1285;;-20.068018;-40.840867;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070370;ALTO RIO POSSMOSER;REINALDO BERGER;0;FARMACIA POSSMOSER;-20.068051;-40.840716;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070373;ALTO RIO POSSMOSER;REINALDO BERGER;0;;-20.068073;-40.840624;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070379;ALTO RIO POSSMOSER;REINALDO BERGER;0;SERRANA AGRICOLA;-20.068025;-40.840431;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070385;ALTO RIO POSSMOSER;REINALDO BERGER;0;;-20.068844;-40.840815;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
38918495;ALTO RIO POSSMOSER;REINALDO BERGER;0;;-20.068083;-40.841013;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
38918510;ALTO RIO POSSMOSER;LUIZA MARIA CAROLINA REBLIN BERGER;0;GALPAO;-20.068519;-40.840199;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
38918511;ALTO RIO POSSMOSER;LUIZA MARIA CAROLINA REBLIN BERGER;0;;-20.069233;-40.839827;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
38918512;ALTO RIO POSSMOSER;LUIZA MARIA CAROLINA REBLIN BERGER;0;;-20.069352;-40.839987;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
38918514;ALTO RIO POSSMOSER;LUIZA MARIA CAROLINA REBLIN BERGER;0;;-20.068748;-40.840288;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070411;ALTO RIO POSSMOSER;SEM DENOMINACAO;0;;-20.068953;-40.839538;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070415;ALTO RIO POSSMOSER;SEM DENOMINACAO;0;;-20.068951;-40.839543;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070419;ALTO RIO POSSMOSER;SEM DENOMINACAO;0;;-20.06924;-40.839424;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
94090476;CORREGO DO OURO;ESTRADA PARA CORREGO DO OURO;0;BAR;-20.039895;-40.752334;Vila dos Italianos;S19R3;Alto
102503940;CORREGO DO OURO;ESTRADA PARA CORREGO DO OURO;0;;-20.039902;-40.752329;Vila dos Italianos;S19R3;Alto
94090475;CORREGO DO OURO;ESTRADA PARA CORREGO DO OURO;98;BAR;-20.039881;-40.752319;Vila dos Italianos;S19R3;Alto
94090490;CORREGO DO OURO;ESTRADA PARA CORREGO DO OURO;0;;-20.039438;-40.750873;Vila dos Italianos;S19R3;Alto
38917566;CENTRO;SOFIA H ERDMANN;385;;-20.000798;-40.736114;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917567;CENTRO;SOFIA H ERDMANN;367;;-20.000843;-40.736412;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917568;CENTRO;SOFIA H ERDMANN;357;;-20.000792;-40.736484;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917569;CENTRO;SOFIA H ERDMANN;347;;-20.000899;-40.736516;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917570;CENTRO;SOFIA H ERDMANN;335;;-20.000888;-40.736624;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917571;CENTRO;SOFIA H ERDMANN;307;;-20.000635;-40.736967;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917572;CENTRO;SOFIA H ERDMANN;315;;-20.000743;-40.736824;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917575;CENTRO;SOFIA H ERDMANN;339;;-20.000932;-40.736467;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917576;CENTRO;SOFIA H ERDMANN;321;;-20.000756;-40.736699;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326982;CENTRO;SOFIA H ERDMANN;315;;-20.000695;-40.736845;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326985;CENTRO;SOFIA H ERDMANN;307;;-20.000612;-40.736947;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326986;CENTRO;SOFIA H ERDMANN;345;;-20.000698;-40.736504;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326954;CENTRO;SOFIA H ERDMANN;345;;-20.000898;-40.736516;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326965;CENTRO;SOFIA H ERDMANN;345;;-20.000885;-40.736547;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326967;CENTRO;SOFIA H ERDMANN;345;;-20.00085;-40.736547;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326971;CENTRO;SOFIA H ERDMANN;345;;-20.000755;-40.736473;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326974;CENTRO;SOFIA H ERDMANN;345;;-20.000999;-40.736428;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326977;CENTRO;SOFIA H ERDMANN;321;;-20.000732;-40.736736;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326979;CENTRO;SOFIA H ERDMANN;321;;-20.000741;-40.73673;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917580;CENTRO;DOS COGUMELOS;40;;-20.000109;-40.73699;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917581;CENTRO;DOS COGUMELOS;90;;-19.999892;-40.737215;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917582;CENTRO;DOS COGUMELOS;70;;-19.99986;-40.736984;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196326997;CENTRO;DOS COGUMELOS;26;;-20.000403;-40.736975;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327001;CENTRO;DOS COGUMELOS;120;;-19.999818;-40.737736;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327005;CENTRO;DOS COGUMELOS;118;;-19.99983;-40.737728;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327009;CENTRO;DOS COGUMELOS;116;;-19.999822;-40.737641;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327014;CENTRO;DOS COGUMELOS;26;;-20.000396;-40.736971;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917578;CENTRO;DOS COGUMELOS;26;;-20.000393;-40.736948;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327012;CENTRO;DOS COGUMELOS;114;;-19.999873;-40.737564;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917583;CENTRO;DOS COGUMELOS;75;;-20.000077;-40.737064;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917584;CENTRO;DOS COGUMELOS;85;;-19.999943;-40.737156;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327017;CENTRO;DOS COGUMELOS;85;;-19.999915;-40.73718;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327019;CENTRO;DOS COGUMELOS;85;;-19.999825;-40.737162;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917585;CENTRO;SOFIA H ERDMANN;259;;-20.000457;-40.737191;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917586;CENTRO;SOFIA H ERDMANN;281;;-20.000554;-40.737053;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917587;CENTRO;SOFIA H ERDMANN;253;;-20.000315;-40.73736;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
38917588;CENTRO;SOFIA H ERDMANN;251;;-20.000297;-40.737389;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327085;CENTRO;LEANDRO KOELER;25;;-20.000432;-40.738093;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
196327092;CENTRO;LEANDRO KOELER;25;;-20.000536;-40.738084;Rua Sofia Heinke Erdmman - Bairro São Luis;ES_SM_SR_01_CPRM;Muito Alto
197053923;SAO LUIS;CARLOS GUILHERME ALBERTO DOBRUNS;273;;-20.007496;-40.745845;Rua Vinte quatro de junho - Bairro São Luis;ES_SM_SR_02_CPRM;Muito Alto
197070425;ALTO RIO POSSMOSER;PROJETADA C;0;;-20.068547;-40.83932;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070432;ALTO RIO POSSMOSER;PROJETADA C;0;;-20.068528;-40.839;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070437;ALTO RIO POSSMOSER;PROJETADA C;0;;-20.068735;-40.839888;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070441;ALTO RIO POSSMOSER;PROJETADA C;0;;-20.068707;-40.839733;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070445;ALTO RIO POSSMOSER;PROJETADA C;0;;-20.068705;-40.839856;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070450;ALTO RIO POSSMOSER;CLARITA BERGER;0;;-20.068887;-40.839319;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070455;ALTO RIO POSSMOSER;CLARITA BERGER;0;;-20.069282;-40.839578;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070493;ALTO RIO POSSMOSER;CLARITA BERGER;0;GALPAO CLEUDIMAR ANHOLZ;-20.069336;-40.839666;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070515;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068277;-40.839435;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070521;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068323;-40.839416;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070526;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068252;-40.839379;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070530;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068278;-40.83952;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070534;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068267;-40.839523;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
197070541;ALTO RIO POSSMOSER;IDA FRIEDRICH MARQUARDT;0;;-20.068337;-40.83986;Distrito de Rio Possmoser - Rodovia ES-264;ES_SM_SR_08_CPRM;Muito Alto
